code	name	sw_l1_name	行业股票数	市值	流通市值	pe	pe行业排名	pb	pb行业排名	ps	ps行业排名	营收同比	营收同比行业排名	现金转化率	现金转化率行业排名	杠杆率	杠杆率行业排名	扣非净/营收
300483	首华燃气	机械设备I	415	40.7631	32.294000000000004	39.8202	216	1.4585	35	2.4365	121	45.32	229	14.24	75	1.6074	207	0.1052
300484	蓝海华腾	电气设备I	221	23.3376	17.1716	46.1317	140	3.8323	145	5.6281	157	19.31	182	53.57	7	1.9078	128	0.0924
300485	赛升药业	医药生物I	361	61.6533	32.4374	35.8721	155	2.1896	75	4.4605	145	172.18	34	5.91	193	1.3024	143	0.056
300486	东杰智能	机械设备I	415	39.8921	36.1185	37.3188	199	2.6568	173	3.6972	190	29.72	289	-22.36	284	1.9463	284	0.0616
300487	蓝晓科技	化工I	372	154.2777	89.0916	58.6908	282	8.3569	330	14.2031	334	126.25	39	18.2	48	1.4615	157	0.2783
300488	恒锋工具	机械设备I	415	24.6696	20.3574	25.3624	121	2.3075	127	5.7147	257	85.76	114	46.09	11	1.1607	50	0.2027
300489	中飞股份	有色金属I	124	24.7611	24.6179	71.8548	97	6.4518	100	4.6281	79	403.91	2	-47	121	6.0092	122	0.0326
300490	华自科技	电气设备I	221	26.7187	25.5537	55.7813	151	1.5302	27	2.0442	80	118.93	38	-17.57	137	2.2141	162	0.0004
300491	通合科技	电气设备I	221	20.0791	15.8221	36.6445	119	2.8108	108	5.6487	159	239.9	11	-26.88	163	1.3522	41	-0.0953
300492	华图山鼎	建筑装饰I	133	104.1917	80.9758	452.6834	116	36.045	117	82.3989	117	4.37	119	-10.77	30	1.1247	1	0.0275
300493	润欣科技	电子I	309	32.8434	32.2022	65.2888	209	4.2924	182	2.1967	72	40.39	202	3.46	154	1.4767	134	0.0283
300494	盛天网络	传媒I	148	33.024	22.2423	44.8959	60	4.1598	75	3.4023	46	33.01	58	2.59	51	1.8194	101	0.1266
300496	中科创达	计算机I	257	622.2422	468.1774	127.8427	198	14.3347	215	20.9067	208	78.8	59	7.21	35	1.338	110	0.1215
300497	富祥药业	医药生物I	361	63.8006	42.8486	20.5941	65	2.0702	69	4.195	137	7.6	293	9.12	164	1.3579	168	0.1702
300498	温氏股份	农林牧渔I	83	878.2633	666.9207	14.4517	10	1.9068	16	1.1819	20	-3.6	74	-10.14	60	1.8743	47	0.032
300499	高澜股份	机械设备I	415	21.0951	17.425	25.3964	122	2.5191	157	1.6141	62	37.73	258	-43.7	360	2.1164	326	0.0085
300500	启迪设计	建筑装饰I	133	19.8209	17.9922	36.3838	91	1.3452	47	0.9964	58	62.31	53	-34.53	83	1.6753	25	0.0389
300501	海顺新材	轻工制造I	137	24.7474	13.7124	20.2609	45	2.945	81	3.1642	91	43.92	88	15.91	22	1.6556	78	0.1485
300502	新易盛	通信I	105	150.6771	97.0721	27.4984	17	4.2367	67	6.4057	66	131.21	9	-4.74	46	1.2013	22	0.1726
300503	昊志机电	机械设备I	415	31.3725	20.3327	32.8029	175	2.6197	169	3.255	160	52.25	201	5.2	126	2.0846	320	0.1163
300504	天邑股份	通信I	105	43.7212	43.7212	36.2638	31	2.3456	28	2.1903	27	19.53	77	-37.44	78	1.3396	42	0.0852
300505	川金诺	化工I	372	17.7207	10.9948	88.4485	310	1.8719	100	1.6688	108	5.34	342	-29.46	351	1.7715	241	-0.0233
300507	苏奥传感	汽车I	192	34.6085	21.4224	32.199	100	3.0893	117	4.0349	131	41.75	132	9.46	53	1.2232	22	0.0873
300508	维宏股份	计算机I	257	20.6188	9.5115	27.8587	38	3.6027	123	7.8263	161	173.94	22	-8.26	59	1.2901	90	0.1472
300509	新美星	机械设备I	415	17.458	9.8114	28.1399	137	2.9975	209	2.4405	124	15.58	336	-26.28	305	2.3798	348	0.0467
300510	金冠股份	电气设备I	221	45.8229	45.4691	62.8952	164	1.7535	46	5.4153	155	0.73	203	-30.81	174	1.1937	17	-0.0362
300511	雪榕生物	农林牧渔I	83	39.1215	27.6298	21.8797	20	1.8875	14	1.8046	29	-5.72	76	16.62	18	2.1199	61	0.1489
300512	中亚股份	机械设备I	415	34.001	26.9378	57.9065	290	2.3098	128	4.9675	239	13.2	340	-29.07	315	1.4214	160	0.1393
300513	恒实科技	通信I	105	30.7731	23.2218	28.2259	18	1.2166	4	2.1306	26	38.1	53	-133.65	101	1.4047	47	0.0507
300514	友讯达	电气设备I	221	18.5	8.652999999999999	56.4674	152	3.1345	123	2.8121	105	-2.54	209	149.06	1	1.6411	84	-0.0874
300515	三德科技	机械设备I	415	18.692999999999998	15.8677	24.8909	116	3.2454	229	5.5087	250	37.95	256	17.04	57	1.3171	126	0.1443
300516	久之洋	电子I	309	49.013999999999996	49.013999999999996	61.3387	201	4.2772	179	6.3772	199	64.76	129	-123.86	307	1.2708	87	0.1148
300517	海波重科	建筑装饰I	133	23.2129	13.5784	27.2166	72	2.7964	93	1.9231	81	529.84	3	-11.01	31	2.0402	47	0.0931
300518	盛讯达	传媒I	148	60.027	30.4932	49.3508	67	6.6962	90	23.5051	98	126.84	17	28.23	23	1.4642	63	0.2932
300519	新光药业	医药生物I	361	29.535999999999998	21.0629	26.6921	103	3.8356	166	9.5761	224	35.83	168	58.7	8	1.0726	17	0.4007
300520	科大国创	计算机I	257	46.1852	37.8041	58.8753	147	3.4338	117	3.0165	57	9.34	204	-69.94	172	1.9092	212	0.0579
300522	世名科技	化工I	372	50.3326	33.9276	43.1238	244	6.9459	320	9.3794	317	142.81	22	-9.5	275	1.1826	57	0.2407
300523	辰安科技	计算机I	257	50.9011	49.8516	151.5236	202	3.3781	112	3.3751	64	-52.52	253	-196.69	248	1.6971	188	-0.627
300525	博思软件	计算机I	257	72.1187	55.43	42.2731	102	5.4219	179	6.0196	124	85.71	51	-160.19	240	1.3433	114	-0.3148
300527	中船应急	国防军工I	85	84.8546	84.8542	73.3046	54	3.1891	34	4.3316	23	105.99	20	-120.77	78	1.4454	40	0.0479
300529	健帆生物	医药生物I	361	792.5004	506.25199999999995	81.3554	242	30.9285	309	36.8468	299	52.79	125	40.55	22	1.1248	47	0.4729
300531	优博讯	通信I	105	51.9577	46.9038	37.6043	33	3.2846	55	4.0231	48	77.9	24	9.29	26	1.3356	41	0.1496
300532	今天国际	计算机I	257	25.8478	15.4762	62.471000000000004	153	3.4342	118	2.7911	54	-6.83	228	-381.17	254	2.8138	239	-0.7775
300533	冰川网络	传媒I	148	28.6907	18.8173	80.8005	80	1.6756	31	7.3243	73	5.18	110	-30.74	124	1.1474	16	-0.1526
300534	陇神戎发	医药生物I	361	17.958	17.7789	990.3712	313	2.4615	89	7.0086	199	2.78	311	7.11	182	1.1091	41	-0.0118
300535	达威股份	化工I	372	13.2446	10.7698	17.9578	87	1.581	67	2.4437	163	140.4	24	-0.59	197	1.2883	101	0.0706
300536	农尚环境	建筑装饰I	133	38.4794	28.7523	539.5685	117	6.3077	112	13.4297	114	-2.13	128	-57.18	106	1.7959	31	0.0191
300538	同益股份	化工I	372	28.5915	14.6081	122.5721	327	6.3847	312	1.2556	69	11.83	329	-23.81	336	2.4733	328	0.0154
300539	横河精密	化工I	372	16.5607	8.4404	76.8695	302	3.3371	230	2.5323	170	92.5	70	12.31	70	2.0585	292	0.022
300540	深冷股份	机械设备I	415	21.7712	15.3972	159.701	350	3.8725	268	4.1874	208	3.68	370	-59.93	382	2.1024	323	-0.1664
300541	先进数通	计算机I	257	38.9006	31.4241	25.1452	28	3.8802	140	0.8775	7	-9.54	232	-89.58	198	2.537	232	0.0476
300542	新晨科技	计算机I	257	32.6491	26.0774	45.6729	114	5.0592	173	2.7715	53	26.62	153	-29.89	103	1.4881	149	-0.0724
300543	朗科智能	电子I	309	33.3142	25.5132	18.7177	23	3.7619	152	1.6773	42	135.96	22	-26.45	284	2.094	238	0.0867
300545	联得装备	电子I	309	36.6673	16.393	65.9528	210	2.6481	70	4.3411	163	38.15	209	-13.79	244	2.2487	258	0.013
300547	川环科技	汽车I	192	26.6795	23.0022	22.625	56	2.9289	109	3.5996	119	58.21	99	0.71	109	1.1787	17	0.1169
300548	博创科技	通信I	105	51.7338	35.4699	42.6874	39	3.752	61	5.8884	59	78.6	23	18.09	16	1.2314	27	0.1417
300549	优德精密	机械设备I	415	21.8411	16.3092	56.1907	281	4.101	283	6.2789	275	66.85	164	-18.81	269	1.3777	146	0.1173
300550	和仁科技	计算机I	257	31.8941	31.2706	66.5613	160	2.8954	81	6.6593	136	43.92	113	-50.16	146	1.2933	93	0.0354
300551	古鳌科技	机械设备I	415	51.5598	39.6995	253.6221	359	8.488	346	18.2996	356	-26.89	404	-216.53	414	1.2755	107	-0.4236
300552	万集科技	计算机I	257	61.5354	33.2867	11.3496	1	3.0242	89	3.6449	75	16.98	181	43.57	6	1.2866	86	0.1015
300553	集智股份	机械设备I	415	13.1328	8.2622	72.5548	317	3.875	269	7.144	288	110.91	72	-33.41	332	1.2684	106	0.063
300554	三超新材	机械设备I	415	15.7076	9.2547	67.3739	306	2.9979	210	6.0095	268	4.89	369	52.74	8	1.6055	206	0.0796
300555	路通视信	通信I	105	16.96	14.7476	142.2969	76	2.6446	38	8.0142	74	164.11	5	-2.88	43	1.1815	16	0.0272
300556	丝路视觉	计算机I	257	18.7583	14.091	27.8038	37	2.8587	79	1.7754	24	44.19	112	-24.52	97	1.8596	206	-0.0547
300557	理工光科	机械设备I	415	13.8949	13.8233	84.5704	330	2.8966	199	2.9612	150	255.95	24	-103.26	405	1.9538	286	-0.1755
300558	贝达药业	医药生物I	361	443.3238	430.9811	71.0873	231	10.6508	274	24.0708	286	-4.41	329	12.54	136	1.2459	114	0.2269
300559	佳发教育	计算机I	257	37.874	28.3164	20.1605	11	4.0846	148	6.9159	141	-43.8	249	-115.47	220	1.1137	35	0.0832
300560	中富通	通信I	105	26.0889	21.8291	32.4913	28	2.4669	35	3.39	41	-11.91	99	-233.96	103	1.8438	71	0.0616
300561	汇金科技	计算机I	257	34.711999999999996	18.4875	199.1795	207	5.1587	176	16.9161	202	3.38	213	-58.24	162	1.109	32	0.1284
300562	乐心医疗	医药生物I	361	33.765	19.4362	43.2365	176	3.1941	132	2.1894	68	128.26	53	-1.43	257	1.6468	262	0.035
300563	神宇股份	通信I	105	25.9356	17.6033	40.6765	36	2.9345	46	3.5861	42	102.04	17	10.23	24	1.2451	31	0.0681
300564	筑博设计	建筑装饰I	133	21.82	7.3643	14.0024	47	1.9009	76	2.1219	85	55.07	64	-120.34	127	1.4802	16	0.009
300565	科信技术	通信I	105	29.12	21.4529	85.4366	67	4.2189	65	2.9926	36	255.18	3	-38.23	79	1.9212	75	0.0421
300566	激智科技	电子I	309	69.1418	51.5214	45.69	161	7.9854	250	4.4543	165	53.02	164	-5.12	208	2.7699	285	0.0787
300567	精测电子	机械设备I	415	142.0408	86.8498	47.0925	249	4.3788	293	6.0003	267	95.65	96	-38.56	344	2.5335	358	0.1037
300568	星源材质	化工I	372	167.6732	137.7818	100.3715	317	5.5343	303	13.2644	331	238.51	4	8.13	104	2.1443	308	0.1343
300569	天能重工	电气设备I	221	54.3764	37.9729	11.8048	13	2.2915	82	1.5914	53	-2.41	208	-39.15	189	3.1062	209	0.1853
300570	太辰光	通信I	105	33.7635	28.1638	39.748000000000005	34	2.8219	43	5.3753	57	52.95	40	24.22	10	1.1168	7	0.1159
300571	平治信息	通信I	105	40.352	31.2133	17.168	3	5.2086	75	1.5012	19	79.55	22	-21.44	71	3.4414	103	0.1263
300572	安车检测	机械设备I	415	76.2762	46.9077	40.3626	220	3.5194	248	8.3319	303	0.73	380	-49.95	370	1.5609	194	0.1063
300573	兴齐眼药	医药生物I	361	122.6256	91.7703	93.1666	252	17.639	297	15.0799	254	150.52	44	22.84	77	1.4283	207	0.1585
300575	中旗股份	化工I	372	56.4739	34.7329	27.4072	160	3.8437	262	2.9748	188	8.02	337	-9	272	1.6055	200	0.1159
300576	容大感光	化工I	372	53.4372	26.612	81.0337	307	9.8545	336	8.59	314	83.16	90	8.61	102	1.8781	261	0.0897
300577	开润股份	纺织服装I	85	51.1552	22.6467	56.0327	54	3.3385	51	2.7532	43	-15.97	80	-28.9	78	1.776	65	0.047
300578	会畅通讯	通信I	105	42.7219	34.0926	31.8215	27	3.233	53	5.1692	56	31	64	-6.24	48	1.2663	34	0.1572
300579	数字认证	计算机I	257	66.798	64.6883	62.7473	155	8.8936	198	7.6023	158	23.37	162	-135.42	230	1.9467	214	-0.0518
300580	贝斯特	汽车I	192	38.1001	35.5316	18.5896	39	2.2122	84	3.7375	121	48.06	122	3.86	87	1.4867	66	0.1977
300581	晨曦航空	国防军工I	85	52.5414	52.5414	71.1627	53	7.3111	68	17.484	66	131.25	13	44.03	7	1.183	14	-0.0338
300582	英飞特	电子I	309	44.2496	30.4873	24.2511	52	3.5547	138	3.8361	149	58.89	147	-2.71	195	1.5994	155	0.1256
300584	海辰药业	医药生物I	361	24.54	13.0973	47.5834	190	3.6193	158	3.4941	117	-2.39	326	11.19	145	1.3137	149	0.0804
300585	奥联电子	汽车I	192	19.296	19.296	46.0835	131	3.5121	131	4.2541	133	47.57	124	-5.67	137	1.5745	78	0.1181
300586	美联新材	化工I	372	35.2491	22.3382	72.7621	297	4.7522	286	2.2005	144	23.25	292	7.45	114	2.0607	293	0.0412
300587	天铁股份	化工I	372	57.7237	47.3786	21.2855	123	3.5759	246	3.9104	239	187.97	12	0.28	189	1.6841	220	0.2024
300589	江龙船艇	国防军工I	85	47.5584	24.0097	125.8126	71	12.7375	78	7.3356	46	53.15	40	-51.93	61	2.7115	77	0.0198
300590	移为通信	通信I	105	51.3984	37.1669	53.5527	50	4.7699	73	9.7211	79	58.09	33	-11.26	55	1.2089	23	0.1438
300593	新雷能	电气设备I	221	75.9136	56.8217	44.5305	137	8.8454	182	7.4046	171	181.87	14	-20.58	146	1.7496	103	0.1787
300594	朗进科技	机械设备I	415	16.6826	12.5834	21.7281	85	1.8283	79	2.8137	140	8.43	358	-42.33	351	1.3899	150	0.001
300595	欧普康视	医药生物I	361	820.8134	591.1544	153.8678	288	46.2591	312	77.9032	313	175.99	32	54.97	11	1.1782	76	0.3729
300596	利安隆	化工I	372	86.4119	76.8188	26.9949	157	3.8485	263	3.1522	196	45.94	199	5.55	140	1.8019	250	0.1062
300597	吉大通信	通信I	105	19.872	18.2771	62.0556	57	2.3854	32	3.8819999999999997	46	26.39	66	-41.95	81	1.2869	38	0.0457
300598	诚迈科技	计算机I	257	81.7346	81.7346	113.3844	193	7.9134	197	7.5078	156	112.5	33	-24.96	98	1.3623	121	-0.0442
300599	雄塑科技	建筑材料I	71	34.2912	16.9094	15.1491	27	1.9223	30	1.5397	33	50.55	50	-1.68	34	1.2432	7	0.091
300600	国瑞科技	国防军工I	85	34.8202	26.7119	53.8086	34	2.9719	29	6.343	38	-25.88	82	-65.85	68	1.5875	50	0.07
300601	康泰生物	医药生物I	361	1242.2621	889.7305	176.9819	295	16.3948	295	52.6166	311	56.31	115	-64.33	355	1.316	150	0.0313
300602	飞荣达	电子I	309	72.67	44.6482	36.1413	114	2.9512	89	2.4412	85	8.21	277	-6.75	218	1.7152	173	0.0155
300604	长川科技	机械设备I	415	107.1908	74.2697	85.8847	334	9.3528	348	10.8776	334	160.41	38	-23.97	296	1.5321	187	0.144
300605	恒锋信息	计算机I	257	18.3933	11.4474	30.7865	58	3.7514	132	3.5577	71	24.69	156	-76.1	181	1.949	215	0.0668
300606	金太阳	机械设备I	415	17.0839	10.1487	25.5178	123	3.3746	234	4.0951	206	3	373	-15.12	254	1.3875	148	0.0365
300607	拓斯达	机械设备I	415	81.4741	51.0593	17.789	51	3.6274	255	2.7186	135	43.95	233	-63.03	387	1.955	287	0.1126
300608	思特奇	计算机I	257	19.1234	14.7623	27.6975	36	2.5356	59	2.5592	49	16.88	182	-104.78	208	2.228	224	-0.5691
300610	晨化股份	化工I	372	25.9158	19.0283	15.4354	60	2.5856	173	2.4983	167	81.86	95	15.59	56	1.2736	94	0.1499
300611	美力科技	汽车I	192	16.2845	11.0777	30.3521	91	2.4483	91	2.1658	88	76.12	58	-7.77	145	1.9567	126	0.0623
300613	富瀚微	电子I	309	99.0328	93.3525	107.6254	248	7.2148	242	14.8907	250	34.9	218	-61.44	302	1.1418	35	0.1631
300615	欣天科技	通信I	105	19.4875	9.9209	410.3735	86	4.1401	64	8.0931	75	35.57	57	3.36	35	1.1701	14	0.0101
300616	尚品宅配	轻工制造I	137	132.9136	87.0538	50.1761	96	3.7835	98	1.8329	50	110.28	23	-57.35	132	1.6732	83	-0.0053
300617	安靠智电	电气设备I	221	55.1004	27.5559	34.2421	107	5.959	172	7.9798	180	240.08	10	-2.21	83	1.4824	60	0.2351
300618	寒锐钴业	有色金属I	124	229.9836	164.7263	55.8608	87	5.354	93	8.277000000000001	95	102.65	17	-12.68	92	1.4066	30	0.2068
300619	金银河	机械设备I	415	14.0185	10.6281	73.5726	318	2.873	197	2.0226	90	257.14	23	27.56	32	3.1597	396	-0.0915
300620	光库科技	通信I	105	42.5277	34.1279	55.9754	54	2.9817	49	7.5812	71	91.36	18	-1.18	41	1.1593	12	0.1528
300621	维业股份	建筑装饰I	133	17.6848	16.4729	27.726999999999997	77	1.9918	80	0.5476	35	517.38	4	-2.64	21	4.9613	123	0.0061
300622	博士眼镜	商业贸易I	83	36.5281	22.2836	38.1675	54	6.3912	74	4.8198	66	100.56	8	24.95	17	1.4744	13	0.0978
300623	捷捷微电	电子I	309	196.8657	171.2814	57.5696	195	7.8099	249	16.1076	262	137.32	21	19.63	49	1.1786	50	0.2528
300624	万兴科技	计算机I	257	56.8128	43.6606	46.5889	116	6.5796	190	5.5019	115	28.45	145	-3.1	49	1.2058	68	0.105
300625	三雄极光	电子I	309	42.028	20.7732	17.6373	17	1.7469999999999999	19	1.6799	44	70.29	119	-39	293	1.3343	107	0.0464
300626	华瑞股份	电气设备I	221	15.372	10.3424	89.4969	180	2.7398	106	1.8743	71	75.29	81	0.76	65	1.9459	134	0.0423
300627	华测导航	通信I	105	99.3177	77.5398	43.6545	40	9.0575	85	6.1787	62	133.39	8	-52.34	85	1.6683	60	0.1014
300628	亿联网络	通信I	105	701.078	373.0882	54.4664	52	12.5253	87	24.6201	85	14.35	80	25.17	8	1.0958	5	0.4362
300629	新劲刚	机械设备I	415	25.4898	16.729	47.06100000000001	247	2.852	193	7.7642	297	11.96	345	-36.87	340	1.2399	90	0.2015
300630	普利制药	医药生物I	361	218.2087	160.4385	48.6411	193	9.9936	269	16.9002	258	60.03	102	4.13	205	1.6528	264	0.4331
300631	久吾高科	公用事业I	180	23.3328	22.8214	28.5579	109	2.8229	134	4.3329	125	10.59	145	35.02	16	1.5746	34	0.0642
300632	光莆股份	电子I	309	54.5327	35.5773	35.6786	111	2.7879	83	5.2313	182	45.72	187	-19.08	266	1.2096	62	0.1109
300634	彩讯股份	计算机I	257	58.8015	57.5981	41.9045	101	3.9721	143	7.9110000000000005	166	2.81	214	-22.59	90	1.1718	50	0.1073
300635	中达安	建筑装饰I	133	26.1329	16.4914	48.1194	100	4.0777	106	4.3573	103	69.12	48	-13.43	38	1.7836	30	0.0611
300636	同和药业	医药生物I	361	33.631	28.8729	45.2041	182	4.3415	186	7.0641	200	42.06	148	15.74	107	1.7532	281	0.1417
300637	扬帆新材	化工I	372	18.9913	18.9471	42.2128	242	2.4532	165	3.3763	216	69.55	121	18.76	46	1.6332	210	0.0864
300638	广和通	通信I	105	139.7965	87.4955	44.8193	43	8.9042	83	4.5351	52	65.03	29	9.25	27	2.1025	82	0.0818
300639	凯普生物	医药生物I	361	85.4436	83.9277	16.5954	47	3.3873	143	4.7096	150	307.09	15	-8.19	298	1.179	78	0.2676
300640	德艺文创	轻工制造I	137	18.5592	7.6673	54.735	101	2.7384	71	3.069	88	36.66	99	-5.01	83	1.3195	29	0.0407
300641	正丹股份	化工I	372	31.5792	31.5792	45.5396	258	2.2663	149	2.1815	142	49.5	189	-0.5	196	1.3044	107	0.0799
300642	透景生命	医药生物I	361	64.4799	52.46	39.6463	166	4.9918	208	11.1306	237	310.2	14	-27.38	335	1.0683	14	0.1782
300643	万通智控	汽车I	192	21.92	21.92	40.7696	122	4.7673	151	2.6596	98	18.04	171	8.82	59	1.9917	127	0.0986
300644	南京聚隆	化工I	372	21.3312	14.9215	29.9748	183	2.8872	203	1.5633	100	150.83	19	-23.78	335	1.9194	274	0.0351
300645	正元智慧	计算机I	257	21.0069	21.0069	50.0417	128	3.2671	102	2.4199	42	67.51	73	-134.87	229	1.8947	209	-0.0996
300647	超频三	电子I	309	40.0475	20.3713	248.6065	276	3.4059	124	6.1792	194	43.38	197	-34.08	288	2.1761	247	0.0097
300648	星云股份	机械设备I	415	43.3894	23.4564	54.2441	278	4.3573	291	6.9688	283	64.91	170	-25.05	300	1.6438	214	0.1475
300649	杭州园林	建筑装饰I	133	17.4464	14.0759	34.1796	88	3.7318	102	2.0456	83	38.9	82	-18.73	53	2.3564	65	0.1038
300650	太龙照明	电子I	309	19.8386	9.9937	29.4512	83	3.3299	117	0.8743	13	1976.91	1	-6.31	215	3.2287	297	0.0296
300651	金陵体育	轻工制造I	137	55.0392	29.3449	179.4263	120	7.98	117	11.6183	122	59.89	68	11.79	31	1.6744	84	0.0295
300652	雷迪克	汽车I	192	16.4452	14.5969	25.965999999999998	70	1.7325	55	3.5119	116	37.11	146	-5.8	138	1.3734	48	0.0894
300653	正海生物	医药生物I	361	84.096	84.096	58.8452	213	12.7311	281	23.9898	284	127.65	54	36.56	33	1.2118	99	0.4195
300654	世纪天鸿	传媒I	148	14.2349	13.5243	40.4211	55	2.891	55	3.7726	48	58.34	35	-62.9	136	1.4406	60	-0.0153
300655	晶瑞股份	化工I	372	69.6024	58.4836	72.7109	296	5.3926	301	5.5520000000000005	282	135.06	33	5.46	141	1.7124	229	0.052
300656	民德电子	电子I	309	28.8149	19.8969	50.8821	176	5.3643	213	6.5283	202	79.71	92	7.92	118	1.4642	128	0.1391
300657	弘信电子	电子I	309	53.4819	50.5888	37.1197	118	3.8099	154	1.788	47	87.06	79	-14.22	247	3.0893	294	0.0169
300658	延江股份	纺织服装I	85	27.3641	16.0531	10.2555	5	2.4813	40	1.7017	24	8.06	68	13.98	23	1.7897	66	0.0074
300659	中孚信息	计算机I	257	79.5679	51.9656	30.6161	57	5.3652	178	7.3542	152	296.24	10	-93.43	204	1.1933	58	-0.1156
300660	江苏雷利	电气设备I	221	54.2026	25.9377	17.6462	35	2.1767	72	2.0423	79	47.7	126	15.76	25	1.5434	67	0.1153
300661	圣邦股份	电子I	309	392.5079	363.5678	117.56	254	24.8748	282	28.0834	278	104.28	56	15.21	72	1.2941	97	0.1838
300662	科锐国际	休闲服务I	32	116.5122	115.2096	58.6241	11	10.629000000000001	14	2.6118	2	57.29	20	-20.75	17	1.7922	17	0.0233
300663	科蓝软件	计算机I	257	61.8253	47.7411	80.7448	174	5.6202	180	5.6519	120	35.68	129	-76.04	180	2.0095	219	0.024
300664	鹏鹞环保	公用事业I	180	48.9669	48.2564	12.3591	21	1.3641	49	2.2312	78	21.13	107	-27.4	154	1.7798	52	0.1818
300665	飞鹿股份	化工I	372	13.1609	9.7469	43.7966	246	2.8164	197	2.0658	136	141	23	-136.39	371	2.569	334	-0.1444
300666	江丰电子	电子I	309	91.0537	55.0516	61.5103	202	8.5824	256	7.3131	208	32.89	226	-9.21	230	2.3741	267	0.0685
300667	必创科技	机械设备I	415	40.611999999999995	24.818	63.5695	302	3.5303	249	5.1973	244	7.32	361	-26.54	306	1.3762	144	0.0406
300668	杰恩设计	建筑装饰I	133	12.5742	6.7849	92.0103	112	2.6962	91	3.9601	99	10.75	110	-35.88	86	1.2237	4	0.0418
300669	沪宁股份	机械设备I	415	21.8994	19.2739	38.2694	202	3.9867	278	5.8038	260	42.79	237	16.56	59	1.0868	14	0.1055
300670	大烨智能	电气设备I	221	22.2387	20.7851	34.6715	110	2.4035	87	3.9171	131	78.17	72	-44.61	193	1.2164	19	-0.0629
300671	富满电子	电子I	309	107.4897	107.4897	69.1738	216	10.0789	258	10.7312	231	164.36	14	-12.76	241	1.6634	165	0.2188
300672	国科微	电子I	309	146.7425	140.4476	137.1571	260	11.6319	266	13.4249	243	732.14	3	11.05	99	2.3411	263	-0.0022
300673	佩蒂股份	农林牧渔I	83	58.9939	37.8685	46.6606	41	3.6037	47	4.156000000000001	48	33.02	47	-9.75	59	1.2411	11	0.0682
300674	宇信科技	计算机I	257	117.4784	78.4656	27.8842	39	5.0251	171	3.735	77	64.65	76	-113.85	218	1.5861	173	-0.0672
300675	建科院	建筑装饰I	133	23.364	23.364	46.5204	98	4.9114	108	4.3878	104	51.02	70	-62.75	109	2.3626	66	-0.2314
300676	华大基因	医药生物I	361	493.8412	296.2754	19.9512	60	5.8469	221	5.3858	164	97.6	74	8.46	171	1.5697	246	0.3458
300677	英科医疗	医药生物I	361	496.7401	336.399	4.6802	2	4.1236	180	2.509	84	770.86	7	45.66	17	1.2874	135	0.5537
300678	中科信息	计算机I	257	29.16	29.16	90.51299999999999	183	4.7251	165	6.9092	140	-24.77	245	-66.42	167	1.338	109	-0.0385
300679	电连技术	电子I	309	113.72399999999999	82.8993	32.1669	95	3.0865	102	3.8582	150	77.05	96	14.86	76	1.3076	103	0.1185
300680	隆盛科技	汽车I	192	34.2859	23.3417	47.3489	134	4.0928	142	4.9321	140	140.1	19	-4.56	130	1.6757	100	0.1056
300681	英搏尔	汽车I	192	23.3302	13.4773	116.8362	164	3.9789	141	5.1716	141	65.69	82	-29.5	182	1.9343	125	-0.0877
300682	朗新科技	计算机I	257	176.145	121.9761	24.4183	24	3.4249	116	4.8711	103	61.69	82	-35.85	119	1.3443	115	0.0745
300684	中石科技	电子I	309	53.0437	32.3851	26.7646	65	3.0797	100	4.2135	159	63.33	136	13.17	87	1.143	37	0.0864
300685	艾德生物	医药生物I	361	194.7474	192.8077	98.4362	259	16.5036	296	23.9993	285	91.65	76	35.87	35	1.1409	54	0.2245
300686	智动力	电子I	309	40.8993	21.1808	35.7575	113	2.3822	55	1.6037	39	58.77	148	14.95	75	1.8127	191	0.0742
300687	赛意信息	计算机I	257	60.8559	43.6237	33.0775	70	6.193	187	3.988	83	58.45	85	-8.1	58	1.5933	175	0.0223
300688	创业黑马	综合I	35	18.6529	12.6593	120.7952	27	3.1367	14	10.6628	22	63.87	13	-58.73	31	1.2163	10	0.1552
300689	澄天伟业	通信I	105	24.4868	20.6045	103.4938	71	3.975	63	6.6858	69	25.86	67	13.6	21	1.1454	11	0.0052
300690	双一科技	化工I	372	37.172	24.2969	11.2479	18	3.0271	213	2.5548	172	33.43	245	0.75	182	1.2528	85	0.2072
300691	联合光电	电子I	309	33.5326	27.2574	44.6356	158	3.4545	130	2.2662	78	125.15	35	2.05	164	1.7891	187	0.0398
300692	中环环保	公用事业I	180	32.9678	23.177	18.7147	74	1.804	86	3.207	106	76.27	25	-18.17	144	2.1486	82	0.1711
300693	盛弘股份	电气设备I	221	36.2653	24.8548	30.0318	92	4.6253	160	4.301	139	65.62	94	-11.99	113	1.5763	73	0.143
300694	蠡湖股份	汽车I	192	20.046	12.0989	92.4259	158	1.6145	44	1.7409	72	27.07	159	12.56	45	1.6072	85	0.031
300695	兆丰股份	汽车I	192	33.8789	33.8789	22.1103	54	1.8126	60	7.0522	160	8.54	180	-7.19	141	1.2151	20	0.2333
300696	爱乐达	国防军工I	85	89.4923	54.9648	56.9617	37	9.0559	74	24.6362	74	121.51	15	-12.83	39	1.1177	10	0.4241
300697	电工合金	有色金属I	124	50.153	21.9419	35.3089	56	5.8543	96	2.7771	68	82.8	30	-9.29	84	1.4306	35	0.0939
